,title,summary,press,wdate,link
10,AI 전력설비 ETF 13% 급등…이차전지 약세 [ETF 스퀘어],인공지능(AI) 데이터센터 전력 수요 급증으로 전력설비 테마 상장지수펀드(ETF)가 지난주 13% 가까이 급등했다. 반면 이차전지 관련..,파이낸셜뉴스,2025-11-02 13:00:09,https://n.news.naver.com/mnews/article/014/0005428134
11,반도체 이어 자동차·조선·바이오 주목[오천피 도약③],"국내 증시에 잠재 부담 요인으로 작용하던 한미 무역협상이 타결되면서, '코스피 5000 시대'에 대한 기대감이 한층 더 커지고 있다. ..",뉴시스,2025-11-02 13:00:00,https://n.news.naver.com/mnews/article/003/0013575571
12,"금융위, 불공정거래 신고자에 포상금 9370만원 지급",금융당국은 자본시장 불공정거래 신고자에게 포상금 9370만원을 지급한다고 2일 밝혔다. 증권선물위원회는 지난달 29일 제19차 회의에서..,아시아경제,2025-11-02 12:46:33,https://n.news.naver.com/mnews/article/277/0005673199
13,"금융당국, 자본시장 불공정거래 신고자에 9370만원 포상",금융당국은 2일 금융위원회 산하 증권선물위원회가 자본시장 불공정거래 행위 신고자에게 포상금 9370만원을 지급키로 지난달 29일 의결했..,데일리안,2025-11-02 12:17:09,https://n.news.naver.com/mnews/article/119/0003019809
14,"증선위, 주가조작 신고자에 포상금 9370만원 지급",증권선물위원회가 자본시장 불공정거래 행위를 신고한 제보자에게 9370만원의 포상금을 지급하기로 했다. 금융위원회 산하 증선위는 지난달 ..,이데일리,2025-11-02 12:01:14,https://n.news.naver.com/mnews/article/018/0006154025
15,주가조작범들 신고했더니 포상금 1억 받았다,금융당국이 자본시장 불공정거래 행위를 신고해 혐의 입증에 도움을 준 신고자에게 1억 원에 가까운 포상금을 지급했다. 2일 금융위원회에 ..,서울경제,2025-11-02 12:01:11,https://n.news.naver.com/mnews/article/011/0004550797
16,"증선위, 불공정거래 제보자에 9370만원 포상 결정",자본시장 불공정거래 행위를 신고한 제보자에게 9370만원의 포상금이 지급된다. 금융위원회 산하 증권선물위원회는 지난달 29일 열린 제1..,아이뉴스24,2025-11-02 12:01:08,https://n.news.naver.com/mnews/article/031/0000977180
17,"""코스닥ETF 샀더니 이럴 수가""…80% 뛴 코스피ETF와 딴판",내년이면 코스닥이 서른 살이 된다. 1996년 7월1일 미국 나스닥을 본떠 지수 1000을 기준으로 했지만 현재 출범 시점 지수에도 못..,머니투데이,2025-11-02 12:00:00,https://n.news.naver.com/mnews/article/008/0005272074
18,주가조작 신고해 9370만원 포상금 나왔다...6명 검찰고발,금융위원회 산하 증권선물위원회는 지난달 29일 19차 회의에서 자본시장 불공정거래 행위를 신고한 신고자에 대해 자본시장과 금융투자업에 ..,머니투데이,2025-11-02 12:00:00,https://n.news.naver.com/mnews/article/008/0005272073
19,주가조작 신고자 포상금 '억' 소리 나네… 혐의자 6명은 검찰 고발,자본시장 불공정거래를 신고한 제보자에게 9000만원 넘는 포상금이 지급될 예정이다. 게다가 금융감독원은 신고 내용을 바탕으로 혐의자 6..,머니S,2025-11-02 12:00:00,https://n.news.naver.com/mnews/article/417/0001110688
20,“더 간다”...시총 3분의 1 증발에도 긍정론 쏟아지는 팝마트,‘라부부 열풍’을 일으켰던 중국의 아트토이 기업 팝마트가 인기제품의 수요 급감 우려 속 두 달 만에 주가가 35% 하락했다. 월가에서는..,매일경제,2025-11-02 11:33:07,https://n.news.naver.com/mnews/article/009/0005583095
21,1호 IMA 사업자 이르면 이달 지정… 한투證·미래에셋證 가능성,금융당국이 자기자본 8조원 이상 종합금융투자사업자(종투사)에 허용되는 종합투자계좌(IMA) 사업자를 이르면 이달 중 지정할 전망이다. ..,조선비즈,2025-11-02 11:31:10,https://n.news.naver.com/mnews/article/366/0001119473
22,"""알테오젠도 코스피 간다"" 대형주 또 이탈…코스닥 끙끙",내년이면 코스닥이 서른 살이 된다. 1996년 7월1일 미국 나스닥을 본떠 지수 1000을 기준으로 했지만 현재 출범 시점 지수에도 못..,머니투데이,2025-11-02 11:30:00,https://n.news.naver.com/mnews/article/008/0005272060
23,"6개월째 ‘횡보’ 비트코인, ‘스테이킹 ETF’ 모멘텀 될까[가상자산 나침반]",비트코인이 6개월여간 10만달러대 가격에서 횡보하고 있다. 큰 폭의 등락이 없는 상황에서 시장에 새롭게 등장한 ‘스테이킹 상장지수펀드(..,디지털타임스,2025-11-02 11:28:56,https://n.news.naver.com/mnews/article/029/0002990890
24,주식형 액티브 ETF도 보수경쟁…평균보수율 5년래 최저,0.51%로 2년새 10bp 낮아져 패시브 시장처럼 노골적 인하 없지만 총보수 높은 액티브 전문 하우스 겨냥 ETF 담은 ETF 나오는..,매일경제,2025-11-02 11:26:09,https://n.news.naver.com/mnews/article/009/0005583093
25,구리값 폭등에 덩달아 뛰는 알루미늄,"대체재 활용 가능성에 수요 ↑ 톤당 2900달러, 3년반來 최고 中 생산제한에 가격 더 오를 듯 미중 갈등 완화 무드속에 인공지능(AI..",매일경제,2025-11-02 11:16:07,https://n.news.naver.com/mnews/article/009/0005583090
26,APEC 정상회담 훈풍… '코스피 4000' 조정없이 안착하나,지난 31일 마감된 코스피 지수 종가는 4107.50로 또 다시 사상 최대치를 기록했다. 연일 최고치를 경신하고 있는 코스피 지수가 4..,디지털데일리,2025-11-02 11:12:12,https://n.news.naver.com/mnews/article/138/0002208426
27,비트코인 1주새 1.5%대 뚝… 도지코인 4.9% 폭락,비트코인(BTC)이 한 주간 1% 중반대 하락하며 약세를 이어가고 있다. 시가총액 상위 가상자산들도 일제히 하락 흐름을 보였다. 2일 ..,머니S,2025-11-02 11:07:29,https://n.news.naver.com/mnews/article/417/0001110682
28,"""나스닥 다음 간다""는 코스닥, 외국인은 모른다",내년이면 코스닥이 서른 살이 된다. 1996년 7월1일 미국 나스닥을 본떠 지수 1000을 기준으로 했지만 현재 출범 시점 지수에도 못..,머니투데이,2025-11-02 11:00:00,https://n.news.naver.com/mnews/article/008/0005272047
29,조정 맞은 금 가격 다시 꿈틀? 중장기적 상승 추세 이어질까,최근 조정을 받은 국제 금 시세에 대해 중장기적으로는 상승 추세가 이어질 것이라는 분석이 나온다. 2일 금융투자업계에 따르면 지난달 3..,조선비즈,2025-11-02 10:55:07,https://n.news.naver.com/mnews/article/366/0001119468
30,주도섹터+레버리지 단타 필승 조합…재야 고수들이 담은 ETF는?,머니투데이가 개최한 'ETF투자왕' 대회 여섯째주(9월22일~10월31일)까지의 누적 수익률 TOP5는 닉네임 △노환준(65.63%) ..,머니투데이,2025-11-02 10:53:26,https://n.news.naver.com/mnews/article/008/0005272041
31,브룩필드 “IFC 소송 판결문 검토중…법적 의무에 따라 책임감 있게 행동하겠다”,서울 여의도 국제금융센터(IFC) 계약금 반환 소송에서 패소한 캐나다계 자산운용사 브룩필드자산운용이 이번 판결에 대한 입장을 밝혔다. ..,매일경제,2025-11-02 10:51:07,https://n.news.naver.com/mnews/article/009/0005583078
32,"“형님이 그리 말하시니 불안합니다”…현금만 쌓고 있는 버핏, 이유 물었더니","보유현금 500조 “살만한게 없다” 5분기 연속 자사주 매입도 ‘중단’ 넘치는 현금, 美 단기국채로 굴려 이자수익만 연 200억달러 ‘..",매일경제,2025-11-02 10:50:18,https://n.news.naver.com/mnews/article/009/0005583077
33,"4000선 안착한 코스피, 실적과 경제지표에 주목[마켓 ING]",코스피가 지난주 결국 4000선에 올라서는 기염을 토했다. 주요 이벤트를 소화한 증시는 이제 경제지표와 실적에 주목할 것으로 보인다. ..,아시아경제,2025-11-02 10:47:34,https://n.news.naver.com/mnews/article/277/0005673164
34,"‘84만닉스’ 파격 전망, 해외서 나왔다…“영업익, TSMC 마저 넘어설 것”","노무라증권, D램·낸드 57%·65% ‘상승’ 공급부족에 ‘슈퍼 사이클’ 2년간 지속 2027년 영업이익 128조원 전망내놔 목표 PB..",매일경제,2025-11-02 10:41:07,https://n.news.naver.com/mnews/article/009/0005583071
35,"30살도 안됐는데 동맥경화 온 코스닥, 혈 뚫어야 산다",내년이면 코스닥이 서른 살이 된다. 1996년 7월1일 미국 나스닥을 본떠 지수 1000을 기준으로 했지만 현재 출범 시점 지수에도 못..,머니투데이,2025-11-02 10:30:00,https://n.news.naver.com/mnews/article/008/0005272026
36,"“불장 이어질까”…11월 증시, 쏠림 부담에도 상승 기대감 여전",코스피가 사상 처음으로 4100선을 돌파한 가운데 11월 국내 증시도 긍정적인 이익 모멘텀에 힘입어 상승세를 이어갈 것이란 장밋빛 전망..,매일경제,2025-11-02 10:28:06,https://n.news.naver.com/mnews/article/009/0005583064
37,‘역대급 불장’에 1억 뭉칫돈 넣는 큰 손 등장하고 손바뀜도 늘어 [이런국장 저런주식],코스피 지수가 10월 한 달 동안 19.94% 오르면서 4100선을 돌파하자 개인 투자자들의 움직임도 빨라지고 있다. 개인 투자자가 1..,서울경제,2025-11-02 10:24:10,https://n.news.naver.com/mnews/article/011/0004550774
38,노타 상장·더핑크퐁컴퍼니 공모[증시캘린더],"이번 주 기업공개(IPO) 시장에선 노타와 이노테크가 각각 코스닥 시장에 상장한다. 더핑크퐁컴퍼니와 세나테크놀로지, 큐리오시스, 그린광..",이데일리,2025-11-02 10:13:07,https://n.news.naver.com/mnews/article/018/0006153981
39,기업 실적·연준 '불협화음' 주목…코스피 3900~4100 [주간 증시 전망],"이번주 국내 증시는 단기 급등에 따른 차익실현 가능성이 커진 상황에서 국내외 주요 기업 실적, 미 연방준비제도(Fed) 위원들의 '불협..",데일리안,2025-11-02 10:11:07,https://n.news.naver.com/mnews/article/119/0003019744
40,"30대 부부 ""통장 합쳤지만 저축 막막..4년 뒤 내 집 마련 어떻게"" [재테크 Q&A]",지방에 거주하는 30대 A씨 부부는 통장 관리와 내 집 마련 때문에 고민이 많다. 그간 고정비를 뺀 각자 월급을 남편 명의 공동 통장에..,파이낸셜뉴스,2025-11-02 10:10:11,https://n.news.naver.com/mnews/article/014/0005428083
41,코스피 4000 찍자…회전율도 4개월 만에 최고,"4000선을 넘긴 코스피 지수가 연일 역대 최고치를 경신하고 있는 가운데, 이달 코스피 일평균 회전율이 4개월 이래 최고치를 기록한 것..",조선비즈,2025-11-02 10:08:09,https://n.news.naver.com/mnews/article/366/0001119462
42,“잃더라도 크게 한방”…‘투자 대중화’ 금융트렌드가 바뀐다,"하나금융연구소 보고서 투자 대중화 시대 개막 예금→투자, 부동산→주식 최근 ‘투자 대중화’로 금융 트렌드가 변화하고 있다는 분석이 나왔..",디지털타임스,2025-11-02 10:04:46,https://n.news.naver.com/mnews/article/029/0002990855
43,"이번주 공모주 청약, 더핑크퐁컴퍼니 등 4개사","11월 첫째 주(3~7일) 기업공개(IPO) 시장에서는 글로벌 패밀리 엔터테인먼트 기업 더핑크퐁컴퍼니, 랩오토메이션(실험실 자동화) 전..",데일리안,2025-11-02 10:02:07,https://n.news.naver.com/mnews/article/119/0003019740
44,이제 낮에도 미국주식 사고 팔 수 있어요[미주말],미국주식 투자자들을 가장 답답하게 한 부분 중 하나는 주간 거래가 되지 않는다는 점이었습니다. 우리나라 시간으로 낮에도 미국에선 데이마..,비즈워치,2025-11-02 10:00:07,https://n.news.naver.com/mnews/article/648/0000041340
45,5000피 돌파 키워드는 AI[오천피 도약②],코스피가 사상 처음 4000선을 돌파하며 '5000피 시대'를 향한 기대감이 커지고 있다. 그러나 단순한 유동성 랠리만으로는 지속 가능..,뉴시스,2025-11-02 10:00:00,https://n.news.naver.com/mnews/article/003/0013575241
46,"[단독]거래소, 반도체·방산 중견·중기 육성 위해 'ABCD' 특례상장 추진",내년이면 코스닥이 서른 살이 된다. 1996년 7월1일 미국 나스닥을 본떠 지수 1000을 기준으로 했지만 현재 출범 시점 지수에도 못..,머니투데이,2025-11-02 10:00:00,https://n.news.naver.com/mnews/article/008/0005272016
47,‘10만전자·50만닉스’에…홍콩 2배 레버리지 ETF에 몰려간 개미들,삼성전자와 SK하이닉스의 주가 상승세가 가파르게 이어지자 국내 투자자들은 해외 상장 레버리지 상장지수펀드(ETF)에 몰렸다. 국내에서는..,조선비즈,2025-11-02 09:59:06,https://n.news.naver.com/mnews/article/366/0001119456
48,“슈퍼사이클 진입”…‘AI 랠리’에 전력설비 ETF 날았다[펀드와치],인공지능(AI)발 전력 수요가 급증하면서 전력설비 테마 상장지수펀드(ETF) 수익률이 치솟았다. AI 데이터센터 구축과 연산 확대는 막..,이데일리,2025-11-02 09:56:07,https://n.news.naver.com/mnews/article/018/0006153973
49,"“SK하닉 영업이익, TSMC 넘는다…목표가 84만” 모두가 놀란 노무라 전망 [줍줍 리포트]",일본계 투자은행(IB) 노무라가 내년 SK하이닉스 영업이익이 세계 최대 파운드리(반도체 위탁생산) 업체인 TSMC를 제칠 것이라며 목표..,서울경제,2025-11-02 09:55:07,https://n.news.naver.com/mnews/article/011/0004550765
50,코스피 '불장' 속 회전율 4개월 만에 최고…순환매 장세 본격화,코스피가 역대 최고점을 잇따라 경신하는 '불장' 속에서 지난달 코스피의 일평균 회전율이 4개월 만에 최고치를 기록했다. 2일 한국거래소..,강원도민일보,2025-11-02 09:48:08,https://n.news.naver.com/mnews/article/654/0000149158
51,"외인은 삼전, 개인은 하이닉스…지금 올라타도 될까",코스피가 4100선까지 넘어서며 상승장을 이어가고 있다. 두 반도체 대형주인 삼성전자와 SK하이닉스의 코스피 상승세 견인이 계속되고 있..,이데일리,2025-11-02 09:43:07,https://n.news.naver.com/mnews/article/018/0006153965
52,"11만달러 벽, 숨통 막힌 비트코인… 밈코인 자금 이탈 ‘뚜렷’",미국 연방준비제도(Fed·연준)의 금리 인하에도 불구하고 비트코인이 11만5000달러 저항선 돌파에 잇따라 실패하며 조정 흐름을 이어가..,디지털타임스,2025-11-02 09:31:00,https://n.news.naver.com/mnews/article/029/0002990840
53,‘불장’에 큰손 개미 우르르…가장 많이 담은 종목은 ‘삼성전자’,10월 1억원 이상 주문 52% 급증 코스피 지수가 10월 들어 사상 처음으로 4000선을 돌파한 후 상승세를 이어가자 ‘큰손’ 개미들..,조선비즈,2025-11-02 09:27:06,https://n.news.naver.com/mnews/article/366/0001119446
54,"요즘 MZ, 이렇게 돈 번다…1억원 이상 보유 '폭발 증가'",1억원 이상 자산을 보유한 ‘대중 부유층(Mass Affluent)’ 가운데 MZ세대(밀레니얼·Z세대) 비중이 급격히 확대된 것으로 나..,이코노미스트,2025-11-02 09:13:07,https://n.news.naver.com/mnews/article/243/0000087356
55,"""개미들 돈 싸들고 우르르 몰려왔다""…개인이 삼성전자 1억원 이상 '폭풍 매수'","지난달 코스피가 사상 처음 4000선을 돌파한 가운데, 거액을 굴리는 '큰손' 개미들의 주식시장 참여가 급증한 것으로 나타났다. 2일 ..",서울경제,2025-11-02 09:04:09,https://n.news.naver.com/mnews/article/011/0004550755
56,'불장'에 큰손 개미 늘었다…가장 많이 쓸어담은 종목은?,지난달 코스피가 사상 처음 4000선을 돌파한 후 랠리를 이어가면서 1억원 이상 주문하는 '큰손' 개미들의 주식시장 참여가 늘고 있다...,한국경제,2025-11-02 09:01:21,https://n.news.naver.com/mnews/article/015/0005205616
57,‘금투협회장 출사표’ 이현승 전 SK證 대표 “배당소득 분리과세 펀드까지 확대” [투자360],7대 금융투자협회장 선거 출마 “배당소득 분리과세 자본시장 활성화 측면” “세제혜택 펀드로 확대해 중장기 투자 유도” “비과세 수준 파..,헤럴드경제,2025-11-02 09:01:17,https://n.news.naver.com/mnews/article/016/0002551185
58,공격투자 불붙고 배당은 뒷전…사천피 시대 韓 배당 ETF ‘역주행’[투자360],코스피 4000 랠리 속 레버리지·AI·2차전지에 자금 집중 배당형 ETF 수익률·거래대금 모두 부진…두 자릿수 4종 그쳐 “배당은 달..,헤럴드경제,2025-11-02 09:01:09,https://n.news.naver.com/mnews/article/016/0002551182
59,"[단독]스틱인베, 자사주 매각 추진…'우호지분 확보' 논란",국내 대형 사모펀드(PEF) 운용사 스틱인베스트먼트가 경영권 방어를 위해 보유 자사주를 매각해 우호세력을 확보하는 방안을 추진 중이다...,아시아경제,2025-11-02 09:01:00,https://n.news.naver.com/mnews/article/277/0005673129
60,물 건너 간 '업토버'…'산타랠리'는 유효할까,코인 시장의 10월 강세장을 카리키는 '업토버(Up-tober)'가 올해는 허무하게 끝났다. 연말 상승장의 신호탄으로 여겨졌던 업토버가..,비즈워치,2025-11-02 09:00:06,https://n.news.naver.com/mnews/article/648/0000041339
61,담대해진 동학개미 ‘10월 불장’에 1억 이상 주문 52%↑…가장 많이 몰린 종목은?,코스피 사상 첫 4000선 돌파 후 10월 대량주문 4년여만에 최대 삼성전자·하이닉스로 주문 쏠려 일평균 회전율도 4개월來 최고치 코스..,헤럴드경제,2025-11-02 08:22:11,https://n.news.naver.com/mnews/article/016/0002551170
62,“왜 10년째 수익률 제자리야?”…불장에 1세대 커버드콜 외면 [투자360],"‘코스피200’ETF 21% 오를 동안 커버드콜 한자릿수 올라 10년 수익률은 6.18%…배당 고려해도 저조 “개인 투자자, 고정·타깃..",헤럴드경제,2025-11-02 08:01:14,https://n.news.naver.com/mnews/article/016/0002551161
63,'빅 이벤트' 소화하며 4100선 오른 코스피…방향성 탐색 [주간전망],증권가는 이번주(3~7일) 코스피지수가 미국 금리인하 기대와 차익실현 매물 등을 테스트하며 4000선을 중심으로 공방을 이어갈 것으로 ..,한국경제,2025-11-02 08:01:13,https://n.news.naver.com/mnews/article/015/0005205606
64,"“처벌은 따끔하게, 절차는 공정하게”…회계감리 시스템 손보는 까닭은 [투자360]",과징금 인상 예고…조사대상자 방어권 보완 올해 TF 구성 추진…정당성 회복 ‘한마음 한뜻’ [헤럴드경제=노아름 기자] 금융당국이 회계부..,헤럴드경제,2025-11-02 08:01:11,https://n.news.naver.com/mnews/article/016/0002551160
65,"핑크퐁·아기상어 몸값 3만8000원, 적정한가요?[공모주달력]",11월 첫째 주 공모주 일정을 알아볼게요. 이번 주는 △더핑크퐁컴퍼니 △그린광학 △큐리오시스 △세나테크놀로지 4곳의 공모주 청약 일정이..,비즈워치,2025-11-02 08:00:10,https://n.news.naver.com/mnews/article/648/0000041338
66,11월 첫째 주 수요예측·청약 일정[이번주 IPO],"이달(11월) 첫째 주에는 티엠씨, 아로마티카가 기관투자자 대상 수요예측을 진행한다. 큐리오시스, 세나테크놀로지, 더핑크퐁컴퍼니, 그린..",아시아경제,2025-11-02 08:00:00,https://n.news.naver.com/mnews/article/277/0005673120
67,주가 무려 98% 폭락…영화 속 질주하던 '본드카'의 굴욕 [최종석의 차트 밖은 유럽],영국 슈퍼카 제조회사 애스턴마틴 라곤다 홀딩스 [LON : AML] 최근 글로벌 모터 스포츠의 정점이 포뮬러원(F1)의 인기가 한국에서..,한국경제,2025-11-02 07:49:13,https://n.news.naver.com/mnews/article/015/0005205605
68,불장에 '우르르'…'큰손' 개미들 이 종목 담았다,"지난달 사상 최초로 코스피 4,000선을 돌파하며 랠리를 이어간 가운데 거액을 투자하는 개인 투자자들의 주문이 크게 늘어난 것으로 나타..",한국경제TV,2025-11-02 07:36:34,https://n.news.naver.com/mnews/article/215/0001229212
69,불장에 바빠진 투자자들…10월 코스피 회전율 4개월래 최고,"일평균 시총 회전율, 올해 들어 세번째 높아…""당분간 순환매 강화"" 코스피가 역대 최고점을 거듭 새로 쓰는 '불장' 속에서 이달 코스피..",연합뉴스,2025-11-02 07:02:00,https://n.news.naver.com/mnews/article/001/0015718705
70,하루 10억도 거래가 안 된다…이 회사 주가 반전 일어날 수 있을까[윤현주의 主食이 주식],이기태 에프앤가이드 대표 인터뷰 “AI 활용 금융 정보 서비스 확대 B2C 사업 경쟁력 높여 실적 쑥 2년 내 시가총액 2000억 도전..,한국경제,2025-11-02 07:01:13,https://n.news.naver.com/mnews/article/015/0005205598
71,한미 투자협상 타결에도 1430원대 지속…부재한 하방 요인[주간외환전망],이번주 원·달러 환율은 미국 민간 고용지표 발표를 주시하며 1430원 내외 등락을 이어갈 전망이다. 대미 투자협상 타결에도 환율 레벨이..,이데일리,2025-11-02 07:01:11,https://n.news.naver.com/mnews/article/018/0006153914
72,‘50만닉스’에 레버리지 ETF 찾아 홍콩…상장 2주만에 불개미 뭉칫돈 [종목Pick],10월 16~30일 SK하이닉스 2배 레버리지 ETF 63억 순매수 4분기 실적 기대에 투자 열기 확산 경기도 이천 SK하이닉스 본사...,헤럴드경제,2025-11-02 07:01:10,https://n.news.naver.com/mnews/article/016/0002551149
73,"'슈퍼위크' 소화한 코스피, 사상 최고치 랠리…이번주 '물가·고용' 주목","코스피가 미국 연방공개시장위원회(FOMC) 금리 인하, 빅테크 실적, 한미·미중 정상회담 등 '슈퍼위크' 이벤트를 소화하며 사상 최고치..",뉴스1,2025-11-02 07:00:52,https://n.news.naver.com/mnews/article/421/0008579566
74,트럼프 관세 대법 심리 시작…'최장 기록' 앞둔 셧다운[뉴욕증시-주간전망],https://tv.naver.com/h/87388967 진정호 연합인포맥스 특파원 = 이번 주 뉴욕증시는 미국 연방 정부의 셧다운(일..,연합뉴스,2025-11-02 07:00:01,https://n.news.naver.com/mnews/article/001/0015718688
75,"""코스피 5000 무조건 간다""…이재명 대통령도 산 ETF, 수익률 높이려면","코스피 지수는 5000까지 무조건 갑니다. 내년 상반기 내에는 오를 수 있다고 봅니다. 다만, 주도주 중심 쏠림 현상은 나타날 수밖에 ..",머니투데이,2025-11-02 07:00:00,https://n.news.naver.com/mnews/article/008/0005271990
76,'레버리지의 민족'…홍콩서 삼전·하이닉스 '2배' 100억 쓸어담았다,고수익을 노린 국내 투자자들이 홍콩으로도 향했다. 국내 증시에 없는 단일 종목 레버리지 ETF인 SK하이닉스(000660)와 삼성전자(..,뉴스1,2025-11-02 06:10:00,https://n.news.naver.com/mnews/article/421/0008579547
77,사천피에 외국인 웃는데…국장 떠난 개미는 밈 주식하다 손실 [선데이 머니카페],한국 증시 역사에 길이 남을 2025년 10월이 끝났습니다. 10월 1일 3424.60포인트로 시작한 코스피 지수는 31일 종가를 41..,서울경제,2025-11-02 06:01:13,https://n.news.naver.com/mnews/article/011/0004550726
78,큰 고개 넘고 ‘실적 시즌’ 각개전투[주간증시전망],“바이오·금융·지주도 관심” 美 민간 고용·물가지표 주목 큰 산을 넘은 한 주였다. 아시아태평양경제협력체(APEC) 정상회의를 계기로 ..,조선비즈,2025-11-02 06:01:09,https://n.news.naver.com/mnews/article/366/0001119418
79,"주가조작범 잡아야 하는데…""인지수사권 없다"" 화두 던진 금감원",금융감독원의 강제조사권과 인지수사권이 화두로 떠올랐다. 이찬진 금감원장이 필요성을 언급함에 따라 본격적인 논의가 시작될 것으로 보인다...,머니투데이,2025-11-02 06:00:00,https://n.news.naver.com/mnews/article/008/0005271982
80,"레버리지 시대의 또 다른 선택지, ELW[ELW 마켓뷰]",최근 투자 열기가 높아지면서 코인이나 해외선물처럼 레버리지가 큰 상품에 대한 관심이 늘고 있다. 제도권 안에도 오랜 역사를 가진 레버리..,머니투데이,2025-11-02 06:00:00,https://n.news.naver.com/mnews/article/008/0005271979
81,"버핏, 보유 현금 545조 원…자사주 매입은 또 미뤘다 [될종목]",‘오마하의 현인’ 워런 버핏이 이끄는 버크셔 해서웨이(BRK-A/BRK-B)가 월가의 예상치를 뛰어넘는 강력한 실적을 발표했다. 핵심인..,한국경제TV,2025-11-02 04:01:18,https://n.news.naver.com/mnews/article/215/0001229207
82,“60대 엄마는 주식 대박·20대 아들은 폭망”…‘코스피 불장’에 희비 교차한 이유는,올해 국내 증시 호황 속에서 가장 높은 수익을 거둔 투자자는 60대 이상 여성인 것으로 나타났다. 반면 20대 남성은 수익률 최하위를 ..,서울경제,2025-11-02 00:31:07,https://n.news.naver.com/mnews/article/011/0004550718
